#{"t_start": 1780823610.8346288, "env_id": "None"}
r,l,t
0.297296,18,38.608264
-0.186944,7,38.618726
-2.422394,25,38.663323
-3.337672,30,38.709198
-1.855622,30,38.754102
1.366412,23,38.789818
-0.132193,21,38.824456
0.913203,14,38.84475
-4.077319,30,38.893529
-2.761958,28,38.937094
1.079147,26,38.975723
1.567989,30,39.023586
-0.513944,27,39.06235
-0.839128,30,39.112914
2.137086,30,39.158554
0.637907,17,39.187038
2.119385,30,39.231572
-0.229526,30,39.280611
0.089176,27,39.321604
1.863655,25,39.360581
-0.564652,30,39.405089
-3.482761,26,39.451209
-3.46039,30,39.497272
0.763558,29,39.540661
-6.206287,30,39.58707
-0.059636,16,39.616439
-0.185319,13,39.6366
-5.116617,30,39.683702
-0.988782,21,39.715812
2.254702,26,39.757638
1.607513,9,39.774579
1.76001,30,39.820137
-7.699661,18,39.849006
-0.349518,19,39.879409
0.863264,30,39.927427
-3.596298,30,39.971562
1.937973,20,40.001436
-2.761462,11,40.023676
0.586633,13,40.043622
-2.490787,23,40.082795
-6.055154,20,40.114706
-3.957727,30,40.164853
-1.879939,15,40.186782
-0.987625,17,40.215323
-1.856803,30,40.261108
0.247216,12,40.283979
2.571997,30,40.335503
2.421393,30,40.387427
-1.093425,26,40.434997
-4.279861,26,40.479516
-1.616168,30,40.529021
-5.739598,25,40.567271
0.059986,30,40.611781
1.938755,30,40.659754
-0.02262,17,40.686862
-2.561921,30,40.733994
-0.768116,18,40.759832
0.119852,30,40.808906
-0.574074,24,40.845475
-0.230012,30,40.89108
3.682636,24,40.927338
2.193607,27,40.969789
0.494373,27,41.012404
0.517038,20,41.042716
-2.585724,28,41.085179
-0.617539,26,41.124241
1.921806,20,41.154852
0.46459,20,41.185455
2.225739,30,41.233462
-0.463449,14,41.256421
-4.296933,26,41.298602
-1.369946,19,41.325876
0.649347,30,41.377577
1.501101,17,41.421443
-1.126447,30,41.47496
2.270331,30,41.524684
0.104393,30,41.573998
-9.70914,30,41.622014
2.145922,25,41.660628
-1.023156,24,41.698287
1.082709,30,41.745546
-1.215264,30,41.794482
0.087212,13,41.819629
2.528507,30,41.866127
-5.432714,14,41.888793
-1.707293,14,41.912268
-1.378692,21,41.943944
-8.168404,27,41.986609
1.894926,30,42.03212
-5.508892,30,42.081151
-3.37606,19,42.11203
0.08443,30,42.159178
-0.191944,26,42.200599
-0.538415,22,42.236717
-1.761722,11,42.256041
-3.66173,20,42.286935
1.752485,23,42.3237
-1.333345,14,42.347129
0.105161,19,42.378019
1.721839,14,42.400189
-0.843931,15,42.422056
0.969374,17,42.45191
0.67713,16,42.48004
-0.205857,18,42.513599
-5.809325,23,42.5574
-3.227322,19,42.598443
0.992367,25,42.649181
3.289534,21,42.682894
-1.062273,27,42.728599
-2.329907,20,42.766341
3.704836,27,42.815127
-6.399453,21,42.849019
-0.289122,23,42.885183
-5.859635,17,42.914733
-3.302178,18,42.943072
-7.881069,30,42.990087
0.790498,30,43.031459
1.954418,25,43.082875
1.627252,15,43.107813
-1.697213,15,43.133423
-0.627157,30,43.181928
-0.09043,30,43.228471
2.664642,27,43.270352
-4.421753,25,43.309616
1.623058,24,43.346839
0.428984,16,43.37318
0.730943,24,43.411832
1.505038,25,43.450874
0.036794,30,43.500664
-4.558405,15,43.527777
-1.717544,30,43.574337
-1.312621,26,43.63285
0.219352,25,43.678825
-1.645909,22,43.715889
-2.105791,30,43.766413
2.849571,22,43.798948
-1.455303,30,43.848871
-0.468108,30,43.897395
-3.367866,30,43.946031
1.012864,24,43.98366
-0.119518,29,44.026593
1.872941,30,44.090295
-1.645652,26,44.131045
-2.205089,19,44.16545
-2.746911,15,44.196368
-3.206324,26,44.2437
1.037179,30,44.298448
-1.208469,30,44.342825
-3.876115,25,44.383241
-1.085704,14,44.412964
-2.568207,16,44.438184
-3.864254,30,44.484878
-4.564462,30,44.532393
-2.460798,17,44.559222
-11.286882,30,44.60804
2.643409,11,44.624872
3.304351,29,44.674031
-2.161373,21,44.708724
-1.19108,23,44.75178
1.427018,30,44.797846
-0.678149,30,44.843841
1.884028,30,44.892308
1.052749,20,44.922286
-1.533682,13,44.943973
-1.739412,19,44.973134
-1.267103,30,45.021959
-0.842319,26,45.076619
1.870934,30,45.133408
-4.784883,22,45.167267
-4.122547,26,45.212363
-1.410276,16,45.237656
1.283876,30,45.282172
2.300411,30,45.329294
2.548851,30,45.376119
-5.206598,27,45.419168
0.784638,30,45.463933
-6.294749,30,45.51003
-7.162827,30,45.555444
0.36698,8,45.568077
2.462489,16,45.593888
-0.049066,25,45.638075
2.519607,18,45.669235
-0.193437,26,45.712921
-3.286046,12,45.734184
-0.481529,30,45.778976
1.615066,30,45.827913
1.624863,30,45.87636
-2.207134,16,45.902612
-6.259833,28,45.94828
0.813973,21,45.982979
-3.434235,28,46.027109
-1.050642,25,46.067078
-0.670951,21,46.100084
-1.865036,25,46.151942
-1.421917,30,46.199669
0.109862,26,46.239945
-3.36892,30,46.292382
-3.394708,25,46.337343
0.469748,21,46.369843
1.728309,26,46.411638
-1.037605,20,46.443056
3.049567,25,46.483489
-4.496699,21,46.517004
-6.279308,27,46.559987
-0.391481,27,46.602085
-0.580515,30,46.64926
-1.833061,30,46.697594
3.156418,30,46.742015
0.790095,29,46.784676
2.03448,30,46.835637
-0.369976,30,46.88088
-2.696435,30,46.927889
1.840879,17,46.95482
1.176178,17,46.98534
-1.536682,22,47.022607
-7.469248,28,47.066044
1.746911,14,47.08667
-1.091393,30,47.139655
-2.166651,25,47.182432
-0.272708,30,47.230626
-0.448464,27,47.269997
0.181135,28,47.316856
-0.869631,30,47.364302
-7.710309,19,47.394375
-2.359559,30,47.440173
0.8815,22,47.478216
1.566879,22,47.511911
2.010076,30,47.558764
-0.402139,30,47.602928
1.293537,30,47.655735
2.900983,21,47.689472
0.109735,16,47.716533
0.510368,30,47.763043
1.137309,30,47.814347
0.382323,18,47.841305
-8.948689,19,47.871365
-1.537115,30,47.916442
-5.683885,30,47.961579
-0.683894,12,47.980921
-4.072832,30,48.0267
-0.295857,30,48.072561
-1.679181,26,48.117124
-0.410021,30,48.162963
-7.392676,23,48.199371
-1.458717,15,48.22451
-0.889546,25,48.264008
-7.446912,29,48.311842
0.741725,30,48.361394
-1.630404,16,48.390683
1.025022,25,48.434615
-3.925049,30,48.485163
1.968647,30,48.53685
0.702686,29,48.583802
-1.810043,26,48.630311
2.199407,30,48.676899
4.071867,17,48.706152
0.227923,20,48.739725
2.444346,23,48.781775
-0.072536,21,48.815356
-1.500363,18,48.844688
0.89017,29,48.89002
1.936626,18,48.921274
1.332029,20,48.953177
-3.060371,30,48.997796
-4.618415,30,49.044532
-0.23568,30,49.091147
3.211465,21,49.124094
2.90665,16,49.150121
-5.925243,25,49.191334
1.079909,30,49.238079
-2.800772,29,49.279381
2.421347,18,49.309747
1.851001,28,49.354083
1.745867,30,49.401643
-2.821256,27,49.444674
-0.420367,30,49.492469
-2.063243,30,49.536723
-0.321524,22,49.573002
-1.690681,30,49.617595
-1.097451,26,49.660022
-3.109559,12,49.67824
0.248266,24,49.716516
0.092158,13,49.736948
2.760207,27,49.778993
0.266469,9,49.791973
1.31591,15,49.81859
0.934473,21,49.849389
-1.757963,30,49.892752
3.807389,23,49.927564
-2.154077,13,49.950193
0.74913,29,49.998466
0.211617,30,50.041529
2.468778,29,50.083123
-0.643357,12,50.104362
0.698924,30,50.150962
0.521691,20,50.183933
-3.429692,26,50.221301
-5.21846,28,50.267422
-3.936214,21,50.303619
-0.99104,19,50.330833
-1.298716,23,50.367562
-2.323474,29,50.41546
-9.1e-05,17,50.443759
-0.151055,17,50.471506
2.524228,30,50.51639
1.688366,28,50.563308
-11.187493,28,50.63119
1.771534,26,50.70669
1.643521,15,50.751127
2.321059,24,50.823383
-0.342435,22,50.884876
0.940793,30,50.95911
-0.001012,30,51.018063
-4.497392,25,51.063978
-2.419051,18,51.095723
2.087018,30,51.138884
-0.281329,25,51.181487
-4.772802,30,51.232942
1.696891,22,51.271154
-3.653756,19,51.299995
-7.213663,28,51.351314
-4.404892,19,51.386263
0.020886,12,51.404446
-3.782245,19,51.435837
-0.490407,30,51.479576
-3.0136,30,51.529623
-1.186056,18,51.555705
3.012658,21,51.604229
0.291915,27,51.667247
0.183468,28,51.743877
-0.95593,30,51.821596
2.886567,18,51.862618
-4.74876,15,51.901427
1.840615,30,51.975501
1.458774,10,51.996981
2.936038,22,52.038468
3.517424,21,52.073231
-0.210299,16,52.102118
-5.185898,19,52.132349
1.546334,24,52.171586
2.579834,19,52.202833
-1.673189,30,52.25542
-0.449668,25,52.301186
-2.497658,24,52.341114
-4.074733,21,52.373404
-5.094114,28,52.419917
0.428546,30,52.468315
-4.362138,14,52.494123
2.299608,16,52.51879
-3.050818,30,52.570097
0.906961,16,52.595788
1.874428,22,52.63057
0.103013,10,52.647754
-1.88855,24,52.688109
-2.192906,26,52.731795
-0.545463,26,52.779004
1.19753,17,52.806173
-8.041027,20,52.840784
1.019697,17,52.868402
2.978374,30,52.91649
3.255338,29,52.961097
2.266883,23,52.999981
-2.33327,30,53.047005
4.055984,30,53.097905
0.977433,22,53.129516
2.400676,22,53.169221
-7.176198,30,53.21976
0.322507,9,53.235659
-4.375321,30,53.2798
-1.405598,24,53.32159
2.239116,22,53.35952
0.572284,30,53.402824
2.997789,26,53.445087
0.471036,25,53.488518
2.609739,20,53.518648
1.403779,20,53.550756
2.128584,29,53.604974
-2.7719,20,53.65824
-0.852507,13,53.69159
-10.731106,30,53.765324
2.81595,23,53.817512
-5.734335,30,53.872658
-4.267642,25,53.913171
1.03334,18,53.94359
-2.648409,28,53.9873
1.780974,30,54.034427
0.175073,14,54.059536
-5.412777,27,54.103904
-0.00556,24,54.141599
2.344882,30,54.18897
-4.629912,30,54.238659
-3.348643,20,54.272162
-2.475233,30,54.316387
-6.291284,26,54.359721
3.121888,25,54.39871
-4.704306,18,54.425996
-0.830601,29,54.471893
-5.368572,30,54.541314
1.716269,19,54.574589
-2.577541,30,54.622474
-2.730249,27,54.66386
1.433114,19,54.695224
-10.649597,30,54.738217
1.62135,23,54.773711
0.694601,30,54.82184
2.114546,22,54.857085
0.145939,30,54.906073
-6.181776,21,54.937802
-1.615675,30,54.980834
-1.90058,30,55.029132
1.026668,12,55.04824
-0.882623,30,55.092934
2.328863,17,55.121244
-10.529053,24,55.160712
-3.420989,26,55.200764
3.30903,30,55.248399
-5.021033,30,55.290751
-3.239352,20,55.32418
4.148478,30,55.373825
-0.296443,16,55.3984
2.042425,22,55.430251
-4.107842,30,55.478138
0.738703,17,55.504907
-4.174751,30,55.549177
-0.836794,27,55.591822
0.661794,30,55.641994
-3.017239,29,55.68795
-0.867067,30,55.734071
-2.174774,30,55.779255
0.814723,30,55.824938
-2.055471,26,55.865218
0.443872,20,55.896641
-1.02212,18,55.922969
2.886371,29,55.972866
2.117149,18,55.999479
-2.580121,19,56.029279
-7.459355,16,56.053616
-3.982641,30,56.098833
-9.854129,30,56.144564
-4.42766,21,56.176975
-1.856928,20,56.207424
2.539138,30,56.258168
1.612374,28,56.302445
-1.377694,22,56.335732
-1.107064,28,56.378813
-1.173141,22,56.416677
-5.918437,22,56.449625
-3.100641,30,56.49683
-8.207188,30,56.53925
0.933245,21,56.572947
-10.003931,30,56.619971
-0.005901,30,56.662812
-0.19586,15,56.685876
-3.372417,30,56.736579
0.660536,19,56.76348
0.886817,18,56.792806
0.960142,12,56.811166
0.827883,30,56.859024
-9.993643,30,56.905839
-1.450253,26,56.942884
-1.74516,20,56.972794
-9.320386,22,57.01138
-2.043482,28,57.053529
3.060821,29,57.098205
2.009851,30,57.142883
-1.125585,30,57.195406
0.675116,28,57.238588
-1.77439,30,57.285845
0.878311,13,57.305467
-8.652451,30,57.35386
-2.167644,30,57.399897
1.447146,13,57.422158
-0.645143,30,57.4681
-3.983918,30,57.514106
0.470953,29,57.558156
-4.648138,19,57.588001
0.998419,27,57.630164
-2.421125,21,57.663987
-0.226509,22,57.69899
-0.065584,30,57.74553
-3.636175,30,57.794252
-0.987735,29,57.84266
-3.604473,30,57.886181
-1.001153,26,57.92665
-4.376155,30,57.970727
-0.631682,30,58.020639
0.694702,24,58.058491
-0.507866,21,58.088454
-2.029459,22,58.122611
-1.277794,30,58.168031
-2.183475,12,58.188323
-7.444306,29,58.2327
2.720558,20,58.263864
0.72538,30,58.314688
-3.164833,21,58.348309
-3.240431,16,58.373188
1.183257,21,58.405169
1.651801,30,58.456895
1.546749,30,58.504042
-6.878806,30,58.552582
2.295862,29,58.597492
3.306339,16,58.625233
1.779811,23,58.661973
-0.107548,30,58.707244
-2.091383,28,58.750116
-8.273744,28,58.796993
-4.935668,16,58.823397
-1.03661,21,58.85808
2.320947,30,58.90267
0.621423,17,58.929714
-4.778976,30,58.977509
-0.06429,30,59.021806
-2.256597,30,59.070605
-0.187848,30,59.116818
-1.148553,30,59.162663
2.274776,15,59.187282
0.191454,16,59.215034
-2.231502,11,59.234991
1.446178,17,59.26614
-1.134824,30,59.314152
-0.273923,23,59.351162
1.822778,30,59.401178
-5.206121,30,59.448814
-2.405331,30,59.494085
2.135347,21,59.526598
1.659834,21,59.562279
2.919275,20,59.593519
0.123028,30,59.638097
-8.985237,30,59.68606
0.25234,30,59.735966
-3.395383,27,59.780105
-1.916143,18,59.808346
0.794448,25,59.846666
-2.232267,12,59.8702
0.738121,21,59.902479
0.112533,30,59.950318
1.649681,13,59.969043
-3.377629,30,60.020726
-1.999808,30,60.067283
0.573707,27,60.110726
-1.244351,30,60.15488
-0.727811,30,60.204256
-4.856011,30,60.250771
-2.019564,30,60.299376
2.519592,30,60.342522
-0.003669,30,60.391318
-0.026089,28,60.435628
-3.023851,30,60.480176
-12.904384,30,60.529244
0.756754,22,60.564445
2.41121,30,60.614675
2.403819,15,60.636977
0.683018,16,60.663015
3.158352,30,60.713821
-0.103533,30,60.759931
-2.351964,30,60.808264
2.658562,17,60.833813
-3.852275,26,60.879005
2.325967,13,60.900494
0.547869,30,60.946503
0.158995,15,60.970453
1.764271,30,61.021761
-0.827872,30,61.066772
-7.801586,30,61.114445
0.060576,21,61.146853
-3.841111,25,61.18837
0.735318,21,61.221302
-1.494583,30,61.270065
0.427024,30,61.314913
-1.545255,18,61.346219
-0.392194,30,61.391156
0.688327,25,61.430923
-7.54403,30,61.477547
-1.206863,30,61.524178
0.316403,30,61.566535
-0.636743,13,61.586367
-1.062316,12,61.606152
-4.694748,30,61.659243
-5.394549,24,61.697607
0.993396,30,61.74274
-2.715506,30,61.78819
-3.127458,30,61.835367
-5.007866,30,61.880929
0.748847,25,61.920068
-6.506425,23,61.956117
-0.223356,26,61.99684
0.040108,30,62.046261
-0.92431,30,62.091822
-1.266492,30,62.139075
-0.366015,12,62.159394
-4.907563,30,62.206979
1.217262,30,62.257851
-5.078815,18,62.284872
0.928275,23,62.323885
-5.451498,27,62.368847
-1.042653,24,62.404513
1.716003,30,62.449239
1.041315,28,62.49669
-2.622317,30,62.545372
-2.425038,29,62.590087
-2.509738,13,62.608886
-9.249231,30,62.660451
-8.123881,24,62.698506
-1.634358,14,62.722382
3.956401,24,62.763009
0.902606,16,62.79035
-1.948071,25,62.831622
-0.132962,30,62.876139
-4.863806,30,62.924731
-3.269932,26,62.966182
-5.485029,23,63.004967
0.132851,24,63.0401
1.766997,22,63.075161
1.90365,18,63.1067
1.292558,27,63.151065
-3.755245,27,63.194824
-0.773147,15,63.2201
0.268159,16,63.246322
-0.460339,12,63.267399
-0.34456,30,63.316498
-5.646863,30,63.361115
-1.503568,18,63.392796
-2.09792,23,63.427563
-2.755316,30,63.475835
2.058833,12,63.498915
-2.874407,22,63.535022
1.461609,27,63.5774
1.9423,22,63.61132
2.381272,26,63.650588
-3.862492,22,63.688949
-7.359565,25,63.727066
1.354308,29,63.772812
-4.439056,19,63.802051
-0.399651,24,63.843812
-3.9024,25,63.881945
0.676648,13,63.90318
1.974286,30,63.951133
-0.854227,26,63.993695
1.206749,21,64.027165
0.412353,29,64.070043
1.229631,12,64.088571
0.925439,25,64.12955
0.455629,18,64.158807
-7.145336,30,64.20237
-0.871814,19,64.231835
-8.174661,21,64.266934
-7.733018,30,64.315723
0.850056,14,64.338892
-0.692211,26,64.389432
-0.043358,28,64.445699
-0.476753,30,64.502816
-0.795891,14,64.528385
-5.834294,30,64.579049
-1.590341,16,64.606987
0.082445,16,64.634901
1.588199,27,64.678201
-2.67999,20,64.709589
0.212397,30,64.7575
-3.506147,29,64.80583
-0.871796,30,64.850648
0.981898,18,64.878856
-2.069963,26,64.923064
0.008556,30,64.971318
0.431233,26,65.009963
-0.425578,30,65.056808
0.857856,30,65.103525
0.617279,14,65.126062
0.306973,20,65.15692
-0.573975,18,65.184616
-1.584599,17,65.215573
2.085384,30,65.26333
-6.00361,24,65.300026
-0.93898,30,65.343224
1.537411,25,65.386735
-3.352393,30,65.432393
1.793641,30,65.481313
2.623221,20,65.512533
0.073805,30,65.559128
-9.369402,25,65.59706
-2.651361,19,65.629483
0.225836,29,65.674287
-0.722596,25,65.719369
-3.705499,18,65.7468
0.171399,28,65.790464
-1.344589,30,65.835727
-0.889117,30,65.881364
3.319354,29,65.925479
-5.599498,19,65.955899
-6.334982,23,65.991578
-4.713504,30,66.038695
-2.630204,30,66.086319
-0.554729,30,66.130459
-2.425813,29,66.178702
-11.337771,30,66.227727
1.596643,30,66.279389
0.790616,29,66.326985
0.925901,22,66.360128
-9.591163,30,66.410544
-1.256736,30,66.456822
1.333798,13,66.478653
2.497066,19,66.50752
-6.873342,30,66.557566
-8.314916,30,66.602309
-1.834317,30,66.651844
2.63005,23,66.686988
-1.127738,30,66.736066
2.286976,30,66.781943
1.207811,30,66.826527
-5.902381,21,66.85855
-8.396381,27,66.905826
2.159748,19,66.936615
-2.570024,23,66.971457
-6.735203,25,67.00945
-3.254805,26,67.052263
-0.119259,30,67.099203
-0.058031,30,67.146667
-0.675133,27,67.189227
-1.301478,30,67.239712
-6.105872,25,67.278432
-2.432663,27,67.324489
1.491298,30,67.371282
0.150123,13,67.392864
-4.028104,30,67.44178
0.254493,17,67.468437
-3.680602,18,67.498936
1.778442,27,67.544053
0.803604,21,67.577955
-4.809526,15,67.598295
-2.422847,18,67.627438
4.105588,14,67.650104
1.895841,21,67.683338
0.829419,19,67.7108
0.561737,24,67.749958
-3.598468,30,67.799613
2.980661,29,67.843713
1.815712,30,67.890263
-0.63108,28,67.932664
2.123034,15,67.955361
-1.310611,24,67.992894
2.098899,30,68.04146
-4.257452,23,68.077018
1.373886,17,68.104583
-0.792088,24,68.142812
-0.517554,28,68.184797
4.279336,20,68.216074
-0.396253,27,68.26141
-0.389066,11,68.276492
-2.357533,30,68.323395
-4.164608,30,68.368236
-0.551899,19,68.418346
-2.816403,19,68.453557
0.631372,11,68.47314
-8.308121,29,68.520131
-3.701957,30,68.568206
-1.868727,24,68.605808
1.781324,26,68.649531
1.490487,24,68.686504
-0.435867,30,68.734064
0.989147,24,68.773481
1.497038,28,68.81696
-2.270741,28,68.859574
-3.047727,22,68.89689
-1.386617,19,68.925739
2.066086,24,68.962809
-5.932502,30,69.007259
0.150529,26,69.050975
-5.535916,22,69.083719
2.156391,18,69.112816
-0.301216,30,69.156143
-6.502117,30,69.204374
0.762256,13,69.225734
0.077278,30,69.270534
2.611845,30,69.316808
1.782237,15,69.344077
-3.34009,30,69.389301
-2.704095,25,69.425516
-1.607016,30,69.471496
2.002786,30,69.517721
-1.020687,19,69.549325
2.290453,24,69.587849
-6.039982,30,69.635067
-0.470791,30,69.680278
-4.890055,30,69.728146
-1.837045,11,69.744529
0.65874,12,69.762599
-3.439827,25,69.804041
0.436256,30,69.848759
1.589644,13,69.8692
-1.919945,30,69.917381
-0.968036,30,69.964951
0.046359,24,70.003657
-1.528498,27,70.046987
-3.66873,30,70.095013
-5.066089,30,70.142608
0.928361,30,70.188045
-0.063309,30,70.233191
-3.048588,30,70.279373
0.327789,30,70.330521
-1.215894,30,70.380349
-0.451342,22,70.414134
-6.875657,30,70.461824
0.906509,21,70.4966
-0.290244,12,70.515384
2.466649,23,70.553326
-1.403617,20,70.584636
1.159012,22,70.620547
-0.822948,18,70.65196
0.594188,18,70.678281
-0.137978,16,70.703849
-4.928368,23,70.742628
0.214606,19,70.773957
2.518485,18,70.800938
-1.653352,26,70.842837
-4.80174,30,70.889185
-3.614321,19,70.91956
-1.474059,30,70.965246
-2.228606,30,71.011956
1.679885,26,71.054301
1.617181,30,71.102932
-0.066509,15,71.126285
2.044059,30,71.17077
0.406102,30,71.221423
-0.16018,24,71.259403
-3.230989,25,71.29592
-7.454249,30,71.340793
0.767148,23,71.380299
2.387384,17,71.407993
-5.050468,24,71.447315
-2.528787,23,71.483998
-2.365319,22,71.5269
-0.605428,25,71.566297
-0.602178,18,71.59295
-0.947661,17,71.621569
1.715966,19,71.653944
3.51876,24,71.692201
-5.041014,17,71.720126
-0.242834,14,71.741775
