#{"t_start": 1780823610.8346288, "env_id": "None"}
r,l,t
0.657987,30,762.867239
3.106772,30,762.914057
1.936132,30,762.961905
-0.508327,30,763.008491
4.093964,21,763.0374
3.340601,30,763.083852
2.354816,30,763.131101
2.164119,30,763.175851
3.148748,30,763.218317
2.9718,30,763.261587
2.008605,22,763.295147
2.704597,22,763.329996
2.888306,30,763.372247
2.522887,25,763.40825
3.022781,16,763.433512
2.22025,30,763.483781
-0.683225,30,763.530524
3.628349,27,763.570479
-0.849033,30,763.621228
2.846138,15,763.643924
3.160887,30,763.686079
4.140041,30,763.728808
4.438108,23,763.766989
0.138205,30,763.813666
1.821429,30,763.857501
3.301304,30,763.903088
3.417314,30,763.948083
3.040424,19,763.978824
2.083979,25,764.016623
2.113005,20,764.044336
2.224508,28,764.087992
2.889304,30,764.134887
3.019028,20,764.165131
3.388096,30,764.208528
1.970507,30,764.258043
2.919019,30,764.302814
1.840711,25,764.338701
2.600002,30,764.383006
0.84081,20,764.417154
1.380289,27,764.45806
0.587561,30,764.505238
3.600344,26,764.546638
-4.085842,30,764.596766
4.223852,21,764.628826
2.382676,19,764.656116
0.977641,20,764.684575
3.041835,30,764.734636
1.710903,30,764.782352
2.96379,30,764.830112
4.15271,20,764.861394
3.461168,28,764.908156
1.913504,30,764.952586
0.93124,30,764.997469
0.86357,19,765.023022
3.500777,30,765.086041
0.357381,18,765.116775
4.364109,22,765.154172
3.533227,18,765.182447
3.657853,27,765.22946
3.817256,18,765.259732
1.975685,30,765.300662
2.463089,30,765.343856
3.924239,24,765.382046
3.051586,27,765.420489
-0.70063,30,765.463914
0.445448,30,765.506495
3.165629,30,765.55546
3.408482,23,765.591039
0.931996,19,765.61695
3.520032,20,765.645118
3.828006,30,765.694793
3.297158,30,765.741451
3.326655,30,765.782466
2.439803,16,765.804695
2.986972,30,765.850898
1.203516,30,765.897841
3.094394,30,765.940083
0.028202,10,765.95511
4.200266,25,765.994977
3.205944,30,766.043755
1.80596,30,766.087608
1.928827,28,766.12489
4.162005,17,766.151723
3.156787,30,766.200286
3.746933,26,766.238831
3.297241,23,766.271228
0.296603,30,766.317531
1.972934,30,766.360504
-0.78949,10,766.375592
4.008261,30,766.417434
3.361463,30,766.465419
3.037141,30,766.510661
4.168942,14,766.533776
3.04894,30,766.575711
4.27154,16,766.601656
2.515159,30,766.647574
2.966093,22,766.677637
2.959663,30,766.720556
-0.032473,30,766.765589
2.344611,30,766.81025
0.794842,19,766.835062
2.864363,30,766.877735
2.037519,30,766.942173
3.312644,30,767.041305
4.415921,21,767.108018
3.87029,21,767.178618
2.338277,22,767.255069
2.252048,30,767.317199
3.777565,30,767.371989
-2.149319,25,767.412155
1.259414,30,767.466117
4.066931,28,767.511056
2.297147,22,767.545689
2.108122,30,767.59111
1.336294,26,767.632702
3.385429,30,767.682072
3.971352,16,767.707535
1.551904,30,767.75316
4.164309,15,767.782479
3.138957,30,767.834347
2.860655,16,767.859967
0.12895,30,767.903879
1.493746,30,767.952428
3.228755,30,768.005523
3.669026,25,768.042154
4.066007,30,768.08805
1.190731,30,768.135951
1.842179,14,768.158111
2.329724,30,768.20185
3.017974,15,768.228469
4.100159,15,768.258901
3.233714,30,768.311025
2.821924,30,768.366799
2.701021,15,768.392781
-0.075155,30,768.451224
3.454106,18,768.482969
4.055889,20,768.51803
3.867017,19,768.553209
3.01094,26,768.602231
3.105781,26,768.649717
3.040595,25,768.694439
3.556483,30,768.756454
3.987902,17,768.79405
2.445878,30,768.859283
3.482579,23,768.903325
1.063476,15,768.936037
2.223232,17,768.97247
4.185458,21,769.017142
1.472855,30,769.095618
2.004321,16,769.131112
4.052699,29,769.189928
2.893583,20,769.224147
1.494718,19,769.254015
4.143428,29,769.30332
1.925894,30,769.362372
4.015719,21,769.400272
3.734519,19,769.431948
2.034551,30,769.481167
-0.279785,30,769.534239
4.200834,19,769.565936
3.931203,25,769.60572
1.301021,30,769.661309
4.352535,28,769.711204
2.128797,30,769.763044
1.36604,30,769.808091
2.910403,30,769.856669
1.721228,30,769.907328
0.091627,15,769.932637
0.822671,30,769.980848
3.017662,30,770.027676
3.750344,19,770.063728
3.152057,30,770.12201
2.950831,30,770.179632
3.245298,30,770.244307
3.127999,22,770.293701
1.920055,30,770.360699
2.922545,14,770.393357
1.424784,30,770.459716
2.987382,21,770.510911
2.120399,27,770.571587
4.084909,21,770.621445
1.805368,30,770.677262
2.677415,18,770.720628
1.379817,30,770.791028
3.87225,27,770.855236
3.802788,20,770.903139
0.835548,30,770.97078
0.814028,22,771.021
4.010007,17,771.060827
0.331404,16,771.096214
3.180326,23,771.149369
3.095899,18,771.187139
0.999986,8,771.205028
3.810398,22,771.250391
2.704072,30,771.309828
-0.032815,30,771.363944
2.903206,14,771.387578
3.008145,30,771.435448
3.484545,28,771.482435
3.00149,21,771.51733
2.363712,20,771.549099
0.311213,19,771.580438
2.663447,17,771.611106
2.60087,30,771.671642
3.292793,30,771.723411
2.883944,30,771.779146
-0.202266,24,771.827049
1.780304,21,771.87052
1.763537,19,771.913197
1.368864,30,771.982128
4.167451,18,772.023767
1.614328,20,772.067313
-0.14388,30,772.122293
2.672851,16,772.14952
1.65473,30,772.206971
2.330012,24,772.252329
3.315714,30,772.313524
1.430048,22,772.359375
0.089489,30,772.41856
1.762316,30,772.476466
4.280585,29,772.529886
1.723395,30,772.584335
0.928815,30,772.640912
3.984645,22,772.679192
3.976218,20,772.713563
2.696254,30,772.767962
2.276081,30,772.820272
0.920086,30,772.872436
3.300444,30,772.922142
3.57647,25,772.969884
2.908304,30,773.036727
1.850638,13,773.074999
2.13288,21,773.151897
3.714117,24,773.208831
4.166414,30,773.28311
1.805053,30,773.339911
2.188995,30,773.388005
-1.849407,30,773.438163
0.642311,28,773.486752
1.742245,24,773.53059
4.048952,28,773.605708
4.369662,19,773.648426
2.734462,21,773.693833
-0.522247,22,773.737161
3.357729,30,773.800391
2.785715,29,773.857787
3.730073,26,773.912385
2.298781,27,773.963956
2.797186,30,774.016663
1.469653,30,774.062723
4.406134,19,774.098623
3.375154,30,774.147408
2.711876,29,774.193966
1.881688,27,774.233331
2.818933,16,774.261185
4.289583,26,774.308533
1.961949,30,774.357659
2.952148,26,774.403527
-0.771926,30,774.455138
1.165094,20,774.487592
1.047101,30,774.540253
2.80394,14,774.562578
4.205956,22,774.601544
2.9283,19,774.634473
3.538401,23,774.668641
1.030875,30,774.713038
2.567055,12,774.733717
4.288471,19,774.766283
4.003375,23,774.800638
-0.325118,16,774.823679
4.302545,25,774.867292
1.827765,13,774.88835
4.069181,26,774.931609
3.737334,13,774.953327
1.468308,30,775.002238
0.771949,30,775.047621
1.999997,30,775.089269
2.202647,23,775.124207
3.851991,25,775.16717
4.079536,26,775.209275
3.053371,18,775.234865
1.975754,30,775.28083
3.352699,30,775.330439
1.534747,30,775.37959
3.326004,30,775.425336
3.910035,23,775.459569
3.165089,30,775.510048
3.921239,28,775.554343
4.344795,25,775.597207
1.309726,9,775.612394
-0.224005,30,775.662848
-0.648234,30,775.712121
3.356061,30,775.755094
0.340477,16,775.778158
3.116809,27,775.826581
1.46119,27,775.872123
3.028764,13,775.893323
1.880724,25,775.932168
4.223523,21,775.970551
2.310842,30,776.020212
4.028827,24,776.057848
4.36226,25,776.097103
-2.983573,30,776.148546
4.090075,21,776.183281
2.031596,30,776.237517
3.923779,30,776.287105
2.599352,30,776.340115
3.618633,28,776.387933
2.490816,18,776.415127
3.185324,30,776.466802
4.193099,25,776.508528
3.689368,17,776.535774
1.051686,30,776.584708
2.829285,17,776.611062
1.922853,30,776.661424
3.979477,26,776.706175
1.041929,16,776.730905
1.174611,30,776.777777
0.118906,30,776.831804
2.421248,22,776.869062
0.874666,19,776.899073
3.230255,30,776.947196
4.335681,16,776.976084
3.400533,30,777.023145
2.643759,30,777.069486
3.354517,30,777.113304
3.168025,16,777.1403
4.012748,19,777.174818
0.676473,30,777.224872
2.465654,30,777.273654
1.616336,24,777.315165
1.258069,30,777.364769
0.812659,21,777.398774
2.202444,18,777.425431
1.434989,25,777.46626
4.039494,20,777.500345
1.121443,30,777.546761
3.204345,30,777.589813
0.8897,22,777.626822
2.78028,23,777.662749
0.797591,25,777.700296
0.110113,14,777.719748
1.331408,30,777.77339
-0.82452,13,777.793996
1.420875,30,777.844606
2.14341,27,777.889669
3.869438,29,777.941627
-1.424794,18,777.968342
4.151263,30,778.014206
4.3639,22,778.047117
3.653505,18,778.080114
3.402354,30,778.131423
2.4098,15,778.155788
4.138294,23,778.190963
2.137888,30,778.237133
4.213875,19,778.268457
3.793102,22,778.303074
3.014506,30,778.350195
2.969988,20,778.384605
2.871858,21,778.417872
3.346766,30,778.467941
3.46095,15,778.490281
0.072989,16,778.51653
3.188804,30,778.56874
2.938707,17,778.595728
0.801285,30,778.641191
3.585748,18,778.669589
4.243073,30,778.718799
4.015369,15,778.741631
1.451841,14,778.763118
3.954843,16,778.792024
2.836069,30,778.844985
3.236702,30,778.906518
-2.332362,14,778.932068
-0.270221,25,778.980228
2.658888,29,779.028488
3.608048,26,779.070972
3.849536,25,779.111953
2.488459,23,779.149234
4.530469,18,779.181789
3.281712,30,779.226961
4.060203,27,779.267469
-0.241964,18,779.298276
2.878581,27,779.342764
4.243746,23,779.379323
4.271457,23,779.413132
4.20642,25,779.455921
2.637505,30,779.51268
2.585773,28,779.557987
2.547669,30,779.60325
2.827214,19,779.636613
2.866875,15,779.662477
4.061597,22,779.696295
1.539292,30,779.740546
2.261278,30,779.786142
2.012201,30,779.834975
3.147554,30,779.88081
3.294741,21,779.913038
2.619469,30,779.965402
2.916278,15,779.989614
3.008609,30,780.032369
2.063411,23,780.065637
0.114054,22,780.102475
3.584146,27,780.14808
2.856705,30,780.193902
3.026962,27,780.232016
3.648265,25,780.275123
2.069885,30,780.323486
2.239296,16,780.34949
2.920423,22,780.38558
1.846301,30,780.433241
3.105553,30,780.48361
1.192666,30,780.526258
2.815615,19,780.553501
1.136758,30,780.603022
-1.107419,24,780.639415
-0.957038,19,780.667485
4.307917,26,780.704915
2.687021,18,780.732816
3.574249,29,780.778043
3.957435,20,780.808209
2.125066,28,780.849219
2.941519,30,780.900529
3.935826,19,780.931862
0.010578,30,780.976263
2.415698,13,780.994989
3.013453,30,781.044068
3.690865,22,781.078292
1.764921,27,781.119927
2.539374,25,781.156292
3.213282,30,781.20761
4.233403,23,781.246085
3.68056,20,781.276758
-0.302972,27,781.313029
2.325417,30,781.364246
2.359322,29,781.40904
3.170419,30,781.454388
3.837202,21,781.485243
2.93718,30,781.536079
4.067229,22,781.571681
4.136089,21,781.603912
3.878936,23,781.636765
1.825837,30,781.684397
-0.403468,30,781.729247
3.513761,21,781.759411
3.198681,30,781.802094
4.092316,17,781.830683
3.31354,30,781.879262
1.498657,15,781.902146
4.323195,24,781.939281
4.252946,19,781.972323
3.315534,30,782.019616
4.365427,25,782.057778
3.989733,18,782.082766
3.593473,30,782.134115
3.172143,30,782.182735
1.887326,30,782.229109
3.718677,28,782.269576
3.788924,27,782.313536
4.151123,21,782.35075
1.232235,16,782.375987
2.99109,30,782.420352
3.547714,23,782.457902
4.043196,13,782.480045
1.922448,30,782.527175
3.716937,30,782.570449
3.115729,30,782.620784
3.342849,30,782.66698
0.330341,30,782.711379
3.087766,19,782.736881
4.232108,18,782.77096
2.365975,30,782.817651
3.115071,29,782.865208
3.002099,30,782.910173
3.094589,30,782.960521
2.099213,30,783.012686
4.158244,26,783.06174
1.931966,24,783.104034
1.029977,30,783.154292
2.546268,28,783.199872
2.94063,18,783.232346
2.699021,17,783.26059
2.288692,30,783.333583
4.271131,27,783.382521
1.251278,30,783.432157
4.231234,24,783.467079
-0.488043,24,783.507398
0.700989,26,783.551291
2.784553,14,783.576054
-0.406292,12,783.595716
3.956354,29,783.644946
2.892839,30,783.693403
3.235191,13,783.715796
4.227548,15,783.739012
4.252349,22,783.779391
3.945413,27,783.825713
3.214444,30,783.872668
2.711683,30,783.920355
3.151638,30,783.972446
3.156326,30,784.026589
4.055097,27,784.067943
1.793505,25,784.106889
0.712383,30,784.155945
-5.178842,30,784.202787
3.427022,21,784.233181
3.170288,30,784.277986
2.938264,16,784.306125
3.744349,28,784.352517
2.861917,15,784.378012
3.243625,30,784.422866
3.99862,26,784.465556
3.60228,13,784.488682
2.531749,30,784.540874
0.350402,30,784.589376
3.044907,30,784.642794
0.033657,17,784.669802
2.866963,30,784.716898
1.49733,12,784.734251
4.055033,20,784.766927
2.910893,23,784.8035
-2.876551,30,784.851223
3.675796,23,784.886921
2.523316,30,784.940175
4.023582,18,784.972044
1.174067,30,785.019576
1.209853,30,785.068315
3.937767,30,785.118466
4.309077,30,785.168022
3.744745,23,785.202344
3.873056,27,785.243875
2.1982,25,785.284552
3.305758,30,785.333112
2.607055,30,785.380664
3.222991,30,785.428224
3.808977,23,785.467706
2.889764,30,785.513881
2.191897,18,785.542857
2.126524,30,785.589569
1.966142,17,785.618641
1.724888,19,785.648663
3.310366,30,785.696209
3.178696,30,785.740026
2.490078,30,785.790295
-1.038893,30,785.837442
-1.066289,23,785.871739
0.436783,11,785.887726
2.952998,18,785.917195
1.783906,30,785.966008
1.668442,30,786.008975
2.811694,30,786.053105
1.719314,30,786.100559
3.393713,21,786.134054
2.889811,30,786.181034
0.21708,30,786.223446
2.949513,30,786.274067
1.388603,26,786.314164
1.950777,23,786.351267
3.979652,29,786.391202
2.928729,30,786.44277
4.092908,21,786.47776
4.091336,21,786.510261
1.354032,30,786.560066
2.970193,30,786.608753
0.558615,30,786.655057
3.041415,16,786.677994
1.464513,15,786.69955
3.976824,25,786.740561
1.748439,30,786.787823
2.186126,24,786.824546
0.319649,12,786.841566
3.907701,25,786.885243
4.329648,20,786.918241
2.208992,23,786.953333
-0.668917,30,786.996486
4.336319,21,787.031501
3.923768,17,787.059406
4.254465,22,787.09532
2.803772,16,787.121061
-2.958219,27,787.166001
3.184758,30,787.214382
2.826817,27,787.256943
4.121985,30,787.300116
3.019836,30,787.354905
4.173199,22,787.393503
4.118791,23,787.431012
2.844348,30,787.483094
4.179924,28,787.532257
3.261135,30,787.580759
2.895634,20,787.611291
3.129304,18,787.638786
2.844832,19,787.668026
3.954647,29,787.715764
2.610503,30,787.770912
3.255141,30,787.820092
2.557936,21,787.85523
3.052856,22,787.89178
3.405365,30,787.940416
3.010208,30,787.981459
2.314423,30,788.03267
1.386091,10,788.048484
4.033469,22,788.085931
-0.653588,30,788.13269
4.041107,23,788.172243
2.692902,30,788.22107
4.149125,17,788.246138
4.041833,26,788.281912
-0.506018,21,788.317437
3.298684,30,788.368326
1.18243,21,788.406767
4.012969,23,788.445533
2.545146,30,788.498327
4.146949,22,788.533278
3.088499,14,788.557208
2.791557,30,788.601427
-2.696598,30,788.652235
2.762874,13,788.673295
0.027206,24,788.70964
3.702564,22,788.741924
2.096525,27,788.788024
3.266642,30,788.837782
3.325911,30,788.882408
3.214869,30,788.925787
4.130312,16,788.950532
2.908215,30,788.999163
3.372737,30,789.045607
4.04996,18,789.069918
3.163132,30,789.120914
1.656351,30,789.168686
3.106985,30,789.21647
0.83347,25,789.255507
3.76132,27,789.301612
3.019085,16,789.327609
0.889876,19,789.356457
1.446787,14,789.378289
0.678949,30,789.429318
2.7166,12,789.450209
1.823708,12,789.470453
4.025321,27,789.513253
2.778807,25,789.555391
2.840334,22,789.595119
2.207339,24,789.632617
2.830499,12,789.650367
2.127696,12,789.670119
2.277771,30,789.718851
3.187497,25,789.761963
0.635766,22,789.794385
3.754309,27,789.843602
3.25098,30,789.89976
2.827518,18,789.933581
4.215129,17,789.962945
0.491954,19,790.000632
1.381779,30,790.051366
4.174251,21,790.085437
3.174687,30,790.129794
-0.449644,22,790.16889
1.633551,30,790.221031
3.716946,23,790.261156
4.28401,28,790.310037
3.15601,24,790.354415
3.323702,30,790.402269
3.47354,19,790.434865
4.217586,26,790.479578
4.27333,19,790.511724
4.016736,30,790.566635
1.868396,30,790.626113
3.62136,20,790.666339
0.731466,30,790.728298
3.121605,30,790.784779
3.517598,30,790.840688
2.834664,25,790.885946
3.41501,17,790.919118
1.220136,30,790.976096
-0.813075,30,791.023799
4.008951,21,791.061474
2.139849,30,791.113207
0.84069,23,791.15242
3.306215,30,791.202088
3.93539,17,791.231477
2.876871,28,791.277936
0.398715,17,791.305192
4.189779,28,791.350688
2.148375,30,791.396137
4.38036,21,791.434754
2.932765,16,791.464997
4.182127,24,791.505804
2.009541,30,791.578177
3.1356,30,791.665282
4.336326,27,791.729365
2.939965,30,791.788957
2.848506,15,791.814174
-5.584067,18,791.842443
3.180089,30,791.891224
1.405614,30,791.936811
2.038669,27,791.975086
4.114981,27,792.032649
1.801303,18,792.077506
1.457676,24,792.134401
3.958545,20,792.177434
2.052024,26,792.240135
3.01219,30,792.30444
1.000558,22,792.356194
3.434525,30,792.424688
4.027072,20,792.473585
3.906755,27,792.537117
3.346161,30,792.618547
1.003275,30,792.677824
0.738117,21,792.719142
-0.621333,30,792.780675
1.002048,19,792.837729
2.700337,15,792.877215
1.338485,14,792.913317
1.070111,16,792.950344
0.782582,18,792.994131
3.279258,30,793.065702
1.925155,14,793.094056
2.796093,12,793.119095
2.190552,29,793.178381
3.631571,20,793.220578
3.351233,30,793.313097
4.212989,21,793.372001
2.906513,18,793.425835
1.840961,24,793.492922
1.158753,30,793.579106
3.257001,30,793.671019
2.744547,30,793.731014
3.174199,30,793.791402
4.238537,26,793.853676
-0.544738,30,793.914841
2.602825,19,793.950523
2.307702,23,793.992136
4.402218,25,794.038351
2.207324,19,794.072723
3.948707,12,794.096951
3.85267,21,794.134714
3.244655,30,794.191319
4.086772,25,794.236383
2.683254,20,794.27512
2.99424,19,794.31067
-1.177475,17,794.341772
2.837843,30,794.396064
1.703606,30,794.450257
4.300492,21,794.487202
4.310198,30,794.547532
4.290762,20,794.588588
3.187034,30,794.642931
3.909435,18,794.675676
1.327772,30,794.733029
3.045263,27,794.783813
3.763835,20,794.821301
1.251442,18,794.854579
3.27613,13,794.878464
1.510386,30,794.93175
4.098834,30,794.985271
2.568659,16,795.013823
4.204832,17,795.046545
4.099791,27,795.096124
-0.981053,15,795.12302
4.209093,27,795.168856
0.284694,30,795.225158
3.818421,25,795.271891
3.090617,30,795.330016
4.342563,24,795.377547
3.233935,23,795.439113
2.766978,30,795.537207
4.228728,25,795.623309
1.45092,16,795.669614
2.510675,22,795.723432
3.321158,30,795.778567
1.785048,30,795.832468
3.309148,30,795.893816
-0.093358,30,795.961473
2.574064,13,795.988171
1.743421,10,796.008078
2.098974,30,796.07574
2.79289,20,796.122884
4.0813,25,796.178542
1.999783,19,796.219462
3.81157,30,796.278452
4.298629,18,796.313
4.072409,29,796.36732
4.100067,19,796.399689
2.191594,18,796.429663
3.594585,23,796.47597
2.07731,25,796.519071
2.964315,17,796.551022
3.117639,30,796.602479
3.265138,30,796.660576
4.296963,23,796.700125
2.165271,10,796.718241
4.014427,16,796.751307
3.310888,30,796.809093
2.788511,13,796.834002
3.010402,30,796.888191
4.240802,22,796.93058
3.167977,30,796.988268
4.196245,22,797.033255
1.180577,30,797.089345
3.972952,28,797.141388
2.919699,30,797.1975
2.20529,21,797.23863
3.039275,20,797.302686
0.891086,12,797.334714
4.320451,23,797.40883
3.316905,30,797.497111
-1.503582,30,797.582022
3.032142,14,797.622218
1.005428,28,797.690326
2.298557,16,797.71936
3.596358,29,797.776071
-1.016891,22,797.816695
1.337951,30,797.874534
1.04872,30,797.934344
3.020164,30,797.988364
3.112974,30,798.039847
3.975841,29,798.092909
3.29732,30,798.149817
1.038376,24,798.193606
4.351602,19,798.226298
1.380877,27,798.279406
4.112239,28,798.330405
4.274946,23,798.371224
2.49433,25,798.413276
4.202483,26,798.465214
3.361597,30,798.517204
0.884448,11,798.537549
2.22836,28,798.590544
4.189282,30,798.645666
4.202923,21,798.687387
4.346983,17,798.718437
2.791319,21,798.757292
2.910162,30,798.817007
1.060963,30,798.871035
4.111771,17,798.904917
2.20098,26,798.950829
3.066549,30,799.009713
3.932503,23,799.050526
4.293513,27,799.09948
2.502696,18,799.128926
3.984756,25,799.177922
3.371083,20,799.212982
3.204796,30,799.280149
1.816465,29,799.367725
3.892365,18,799.417804
3.282918,30,799.491617
2.112858,30,799.555067
3.70176,19,799.591399
1.992272,30,799.649128
3.186691,30,799.703543
4.21075,23,799.744199
2.893245,18,799.777431
1.924116,24,799.823582
4.157783,27,799.873221
4.20499,30,799.926199
1.340211,30,799.981557
2.200658,22,800.022479
1.072787,20,800.058441
3.225094,30,800.112395
3.06957,23,800.15111
1.084556,20,800.189208
1.551618,15,800.218944
3.990287,17,800.249228
2.19217,18,800.283485
0.733051,17,800.316681
4.119686,23,800.35842
0.04134,30,800.411904
3.30373,30,800.464898
3.928968,26,800.513698
4.072807,25,800.557628
3.842154,19,800.59013
3.998642,27,800.640602
-1.381625,30,800.6969
2.257264,11,800.714161
0.168455,25,800.761787
1.115362,30,800.812065
4.19611,19,800.8509
3.355186,30,800.903605
2.666117,15,800.932141
2.853862,17,800.962499
2.933806,18,800.997863
4.260619,23,801.039824
4.157647,27,801.084432
2.590091,22,801.124461
4.266302,26,801.177417
2.739456,22,801.217729
4.155933,19,801.255054
4.144531,22,801.29619
2.469653,14,801.326941
2.286309,19,801.359621
3.049349,17,801.3924
2.232282,23,801.431245
-0.958386,30,801.489479
2.994708,30,801.543069
2.193857,22,801.582889
4.380826,21,801.621968
4.438329,30,801.6805
4.289687,24,801.723816
2.986108,30,801.777062
3.307481,20,801.814454
1.30267,30,801.86861
3.007903,25,801.912839
3.03911,17,801.944033
1.527154,30,801.999642
2.109978,30,802.055854
3.213802,30,802.111313
3.289862,30,802.16841
2.969366,20,802.204327
2.165161,30,802.263081
2.972229,30,802.318139
3.570661,27,802.36694
2.617673,20,802.401739
1.349532,30,802.456554
3.323623,30,802.511834
2.073124,30,802.56653
-1.118906,23,802.608035
2.536224,23,802.653378
3.131124,15,802.680429
1.860094,19,802.712355
3.999155,23,802.754831
3.218483,30,802.819631
2.824563,21,802.854865
3.910943,16,802.884609
4.03049,26,802.930754
3.900408,15,802.962716
4.193965,19,802.998759
2.187057,27,803.048399
4.018573,20,803.082889
1.864479,30,803.139879
4.193502,26,803.187684
1.691766,15,803.2152
3.723992,17,803.267019
0.787046,30,803.328201
-3.638472,27,803.379128
4.132477,25,803.424623
1.996489,30,803.480527
1.023506,16,803.511849
3.228222,30,803.568083
3.385073,30,803.624041
-0.48061,30,803.675174
1.699584,27,803.728252
0.558785,29,803.782106
1.410169,30,803.837331
3.776581,21,803.875468
3.373298,30,803.931409
3.986952,27,803.98008
1.785133,30,804.035048
4.117106,28,804.086163
4.270519,16,804.118335
0.763347,30,804.169991
3.782745,22,804.211282
3.242547,30,804.26419
4.162663,25,804.31112
2.874134,23,804.355602
3.889857,17,804.386184
4.155768,20,804.422183
4.001724,24,804.466978
0.249088,30,804.523327
1.805227,29,804.578199
4.059111,30,804.637011
3.219884,30,804.695778
1.666225,17,804.725697
2.967034,25,804.773255
3.606927,18,804.804669
1.795352,11,804.82641
4.102639,24,804.873267
3.759288,20,804.91099
4.031052,20,804.948404
4.450118,28,805.001709
3.437239,19,805.036395
-1.493465,20,805.071954
2.833601,18,805.104522
3.208195,30,805.162563
1.288816,30,805.21572
2.937786,30,805.269884
3.074286,13,805.29398
0.265186,15,805.322867
3.273454,30,805.3773
3.757528,21,805.414754
3.379806,24,805.457187
2.937253,25,805.504588
4.105026,23,805.544779
4.104501,24,805.588333
4.282434,17,805.623163
3.128018,15,805.651453
1.218843,30,805.707226
3.371324,30,805.759609
3.249796,30,805.815909
3.350511,30,805.871889
3.181466,30,805.929044
4.358842,26,805.974684
1.984722,24,806.018554
3.744323,23,806.062488
3.931,18,806.095765
2.099263,30,806.145965
3.048005,19,806.181361
3.816116,17,806.213647
0.954502,24,806.255552
1.591082,17,806.286417
3.2083,30,806.344629
3.108514,30,806.399238
1.951338,21,806.437935
2.247085,20,806.472005
-0.21074,30,806.522507
3.672361,24,806.569046
3.972785,21,806.609351
1.469675,30,806.6655
4.225998,23,806.708208
4.380284,21,806.748423
1.284569,30,806.803396
1.211879,30,806.857467
1.689661,16,806.887722
0.893068,20,806.925944
4.219144,21,806.965538
1.421005,28,807.011436
2.760099,30,807.067132
4.235431,17,807.099795
0.990639,17,807.131734
2.123164,14,807.158839
1.886573,21,807.195489
3.305057,30,807.254641
3.283451,30,807.310228
3.194304,30,807.36424
3.349489,30,807.420658
3.134245,30,807.477407
2.853976,15,807.505421
1.329364,30,807.561013
4.088841,23,807.602674
3.986638,20,807.641402
2.16278,30,807.695916
3.285913,30,807.750022
2.858882,30,807.809393
1.650103,17,807.840972
2.810755,30,807.896512
1.471876,11,807.913368
2.549644,22,807.952777
4.166881,25,807.998146
4.349307,20,808.034432
2.869171,13,808.057807
4.306361,26,808.104605
2.027377,30,808.157995
4.015448,20,808.194556
3.858252,27,808.242093
-0.848208,30,808.29842
1.66756,26,808.346359
2.16778,18,808.381547
3.61568,26,808.427998
2.893085,29,808.479857
3.581641,20,808.517378
1.810847,30,808.576248
3.706367,22,808.613542
2.412708,19,808.649881
4.034736,18,808.685626
2.932661,23,808.723845
3.30186,30,808.779287
4.130683,29,808.832822
3.420201,19,808.872627
3.02086,20,808.909241
2.54903,22,808.948374
3.213728,30,809.006309
4.068789,28,809.056346
4.316226,26,809.101173
3.277044,30,809.156478
0.858383,23,809.197821
0.129518,30,809.254427
-0.367035,19,809.289955
1.895865,30,809.341716
0.811918,30,809.395916
4.197796,13,809.42085
2.131311,14,809.448652
4.047556,23,809.491051
2.853991,25,809.538934
3.22025,30,809.592901
4.204456,17,809.629208
2.887239,18,809.662647
3.252802,30,809.715875
3.230101,30,809.772724
3.098913,13,809.796078
2.868953,21,809.831921
2.150362,20,809.866941
2.7068,20,809.904674
3.789326,24,809.948889
1.395766,30,810.006822
2.849566,25,810.051224
3.346319,30,810.107378
3.050628,30,810.160742
2.984702,21,810.199197
2.08891,30,810.257103
3.319322,30,810.312968
-0.718548,30,810.368054
3.424924,30,810.419634
-3.327097,30,810.472722
4.264456,21,810.511552
3.507411,23,810.553325
1.855381,18,810.584929
2.715257,20,810.623641
2.427058,30,810.681733
2.187896,23,810.724046
3.911017,25,810.771533
3.033692,21,810.808308
2.674361,16,810.837335
1.456819,12,810.860157
-0.844978,30,810.917412
4.129697,17,810.949171
3.440723,17,810.981488
3.011316,30,811.03942
2.264596,30,811.091365
2.861105,17,811.122916
3.953905,22,811.166614
3.272339,30,811.218942
1.218873,30,811.274214
2.567086,30,811.329937
2.65647,25,811.379696
3.258624,30,811.431528
4.226165,23,811.473368
1.470312,15,811.501506
2.638113,22,811.54186
3.751711,13,811.565895
1.46976,30,811.620538
3.001537,14,811.644889
0.250115,26,811.693908
4.257574,26,811.740791
4.094583,21,811.778987
2.915844,27,811.825945
2.893046,21,811.865911
4.345429,24,811.909214
-0.060499,30,811.963431
0.953081,28,812.014126
-1.113693,19,812.050283
1.32634,30,812.102749
2.354994,24,812.145103
3.60845,29,812.200012
2.750074,30,812.255303
2.822004,11,812.276114
4.286731,22,812.315627
2.018389,30,812.372286
0.74231,30,812.426318
2.759828,30,812.482144
3.146886,30,812.533377
3.254046,30,812.589153
2.212432,28,812.664962
3.032071,21,812.704204
0.9513,30,812.757955
3.833331,29,812.812642
2.43679,30,812.866169
2.719582,28,812.918449
4.363475,15,812.947762
3.104161,30,813.00106
2.959554,30,813.054818
2.66891,20,813.089736
2.789241,30,813.143151
2.83096,30,813.195128
1.983386,17,813.226218
2.821336,15,813.255298
2.929453,27,813.302869
3.185897,30,813.35427
-0.707162,30,813.416231
4.252358,30,813.467569
1.714709,30,813.523881
4.33951,26,813.568234
